"Post ID",Title,URL,Categories,"Category URLs",Tags,"Tag URLs",Author,"Published Date","Modified Date",Status
51,把Ubuntu裝在Virtualbox虛擬電腦裡,https://blog-legacy.yuaner.tw/old/%e6%8a%8aubuntu%e8%a3%9d%e5%9c%a8virtualbox%e8%99%9b%e6%93%ac%e9%9b%bb%e8%85%a6%e8%a3%a1/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"作業系統, 玩Linux的日記, 軟體相關","https://blog-legacy.yuaner.tw/tag/os/, https://blog-legacy.yuaner.tw/tag/linux/, https://blog-legacy.yuaner.tw/tag/software/",元兒～,"2011-09-21 18:40:00","2018-12-11 01:59:43",Publish
52,"完美！Desire HD刷入機器達人的有感ROM 2.3.3",https://blog-legacy.yuaner.tw/old/%e5%ae%8c%e7%be%8e%ef%bc%81desire-hd%e5%88%b7%e5%85%a5%e6%a9%9f%e5%99%a8%e9%81%94%e4%ba%ba%e7%9a%84%e6%9c%89%e6%84%9from-2-3-3/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"Android, HTC Desire HD, 玩刷機","https://blog-legacy.yuaner.tw/tag/android/, https://blog-legacy.yuaner.tw/tag/htc-desire-hd/, https://blog-legacy.yuaner.tw/tag/flash-rom/",元兒～,"2011-09-08 21:36:00","2018-12-11 01:59:43",Publish
53,"HTC Desire HD 刷機教學資源懶人包",https://blog-legacy.yuaner.tw/old/htc-desire-hd-%e5%88%b7%e6%a9%9f%e6%95%99%e5%ad%b8%e8%b3%87%e6%ba%90%e6%87%b6%e4%ba%ba%e5%8c%85/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"Android, HTC Desire HD, 玩刷機","https://blog-legacy.yuaner.tw/tag/android/, https://blog-legacy.yuaner.tw/tag/htc-desire-hd/, https://blog-legacy.yuaner.tw/tag/flash-rom/",元兒～,"2011-09-08 21:22:00","2018-12-11 01:59:45",Publish
55,"Desire HD刷入Desire HD v3.2 Rom以及遇到的狀況",https://blog-legacy.yuaner.tw/old/desire-hd%e5%88%b7%e5%85%a5desire-hd-v3-2-rom%e4%bb%a5%e5%8f%8a%e9%81%87%e5%88%b0%e7%9a%84%e7%8b%80%e6%b3%81/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"Android, HTC Desire HD, 玩刷機","https://blog-legacy.yuaner.tw/tag/android/, https://blog-legacy.yuaner.tw/tag/htc-desire-hd/, https://blog-legacy.yuaner.tw/tag/flash-rom/",元兒～,"2011-08-15 01:49:00","2018-12-11 01:59:45",Publish
60,"讓Android也擁有Windows Phone7桌面",https://blog-legacy.yuaner.tw/old/%e8%ae%93android%e4%b9%9f%e6%93%81%e6%9c%89windows-phone7%e6%a1%8c%e9%9d%a2/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,Android,https://blog-legacy.yuaner.tw/tag/android/,元兒～,"2011-01-29 22:40:00","2018-12-11 01:59:45",Publish
63,有關Android3.0的消息與相關新聞,https://blog-legacy.yuaner.tw/old/%e6%9c%89%e9%97%9candroid3-0%e7%9a%84%e6%b6%88%e6%81%af%e8%88%87%e7%9b%b8%e9%97%9c%e6%96%b0%e8%81%9e/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,Android,https://blog-legacy.yuaner.tw/tag/android/,元兒～,"2011-01-06 20:23:00","2018-12-11 01:59:44",Publish
64,"透過PlayOnLinux+Wine在Ubuntu安裝MS Office 2007",https://blog-legacy.yuaner.tw/old/%e9%80%8f%e9%81%8eplayonlinuxwine%e5%9c%a8ubuntu%e5%ae%89%e8%a3%9dms-office-2007/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"玩Linux的日記, 軟體相關","https://blog-legacy.yuaner.tw/tag/linux/, https://blog-legacy.yuaner.tw/tag/software/",元兒～,"2010-12-09 20:21:00","2018-12-11 01:59:45",Publish
65,ColorDict圖解安裝星際譯王的字典檔,https://blog-legacy.yuaner.tw/old/colordict%e5%9c%96%e8%a7%a3%e5%ae%89%e8%a3%9d%e6%98%9f%e9%9a%9b%e8%ad%af%e7%8e%8b%e7%9a%84%e5%ad%97%e5%85%b8%e6%aa%94/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"Android, 軟體相關","https://blog-legacy.yuaner.tw/tag/android/, https://blog-legacy.yuaner.tw/tag/software/",元兒～,"2010-12-04 20:56:00","2018-12-11 01:59:46",Publish
71,目前殘留的星際譯王字典檔,https://blog-legacy.yuaner.tw/old/%e7%9b%ae%e5%89%8d%e6%ae%98%e7%95%99%e7%9a%84%e6%98%9f%e9%9a%9b%e8%ad%af%e7%8e%8b%e5%ad%97%e5%85%b8%e6%aa%94/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"玩Linux的日記, 軟體相關","https://blog-legacy.yuaner.tw/tag/linux/, https://blog-legacy.yuaner.tw/tag/software/",元兒～,"2010-11-05 22:22:00","2018-12-11 01:59:46",Publish
77,Fences-把你的桌面分好幾區塊擺這些雜七雜八的圖示,https://blog-legacy.yuaner.tw/old/fences-%e6%8a%8a%e4%bd%a0%e7%9a%84%e6%a1%8c%e9%9d%a2%e5%88%86%e5%a5%bd%e5%b9%be%e5%8d%80%e5%a1%8a%e6%93%ba%e9%80%99%e4%ba%9b%e9%9b%9c%e4%b8%83%e9%9b%9c%e5%85%ab%e7%9a%84%e5%9c%96%e7%a4%ba/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-09-28 23:19:00","2018-12-11 01:59:46",Publish
81,"IE9測試版已經出來，用Windows Vista、7的人下載吧",https://blog-legacy.yuaner.tw/old/ie9%e6%b8%ac%e8%a9%a6%e7%89%88%e5%b7%b2%e7%b6%93%e5%87%ba%e4%be%86%ef%bc%8c%e7%94%a8windows-vista%e3%80%817%e7%9a%84%e4%ba%ba%e4%b8%8b%e8%bc%89%e5%90%a7/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-09-23 00:15:00","2018-12-11 01:59:47",Publish
82,2010.9.13！Foto病毒解毒法！！,https://blog-legacy.yuaner.tw/old/2010-9-13%ef%bc%81foto%e7%97%85%e6%af%92%e8%a7%a3%e6%af%92%e6%b3%95%ef%bc%81%ef%bc%81/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,,,元兒～,"2010-09-13 22:10:00","2018-12-11 01:59:48",Publish
83,網路流量監控、網路限速,https://blog-legacy.yuaner.tw/old/%e7%b6%b2%e8%b7%af%e6%b5%81%e9%87%8f%e7%9b%a3%e6%8e%a7%e3%80%81%e7%b6%b2%e8%b7%af%e9%99%90%e9%80%9f/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-09-09 21:01:00","2018-12-11 01:59:48",Publish
84,網路電視-在宿舍也能看電視,https://blog-legacy.yuaner.tw/old/%e7%b6%b2%e8%b7%af%e9%9b%bb%e8%a6%96-%e5%9c%a8%e5%ae%bf%e8%88%8d%e4%b9%9f%e8%83%bd%e7%9c%8b%e9%9b%bb%e8%a6%96/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-09-07 14:47:00","2018-12-11 01:59:48",Publish
86,Win7「還原舊版」&#8230;&#8230;救了我一命～,https://blog-legacy.yuaner.tw/old/win7%e3%80%8c%e9%82%84%e5%8e%9f%e8%88%8a%e7%89%88%e3%80%8d-%e6%95%91%e4%ba%86%e6%88%91%e4%b8%80%e5%91%bd%ef%bd%9e/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-09-01 14:09:00","2018-12-11 01:59:47",Publish
87,"Firefox 4.0 beta4測試報告",https://blog-legacy.yuaner.tw/old/firefox-4-0-beta4%e6%b8%ac%e8%a9%a6%e5%a0%b1%e5%91%8a/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"Firefox, 軟體相關","https://blog-legacy.yuaner.tw/tag/firefox/, https://blog-legacy.yuaner.tw/tag/software/",元兒～,"2010-08-28 12:35:00","2018-12-11 01:59:50",Publish
88,"Firefox偽裝成其他瀏覽器（含手機）-User Agent Switcher",https://blog-legacy.yuaner.tw/old/firefox%e5%81%bd%e8%a3%9d%e6%88%90%e5%85%b6%e4%bb%96%e7%80%8f%e8%a6%bd%e5%99%a8%ef%bc%88%e5%90%ab%e6%89%8b%e6%a9%9f%ef%bc%89-user-agent-switcher/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"Firefox, 軟體相關","https://blog-legacy.yuaner.tw/tag/firefox/, https://blog-legacy.yuaner.tw/tag/software/",元兒～,"2010-08-28 10:32:00","2018-12-11 01:59:49",Publish
91,免掉安裝Firefox擴充套件前的五秒等待,https://blog-legacy.yuaner.tw/tech/firefox-dialog-no-delay/,"瀏覽器, 資訊技術","https://blog-legacy.yuaner.tw/category/tech/browser/, https://blog-legacy.yuaner.tw/category/tech/",Firefox,https://blog-legacy.yuaner.tw/tag/firefox/,元兒～,"2010-08-25 15:43:00","2018-12-15 15:20:42",Publish
93,在Office視窗上加上分頁，方便切換已開啟的文件-OfficeTab,https://blog-legacy.yuaner.tw/old/%e5%9c%a8office%e8%a6%96%e7%aa%97%e4%b8%8a%e5%8a%a0%e4%b8%8a%e5%88%86%e9%a0%81%ef%bc%8c%e6%96%b9%e4%be%bf%e5%88%87%e6%8f%9b%e5%b7%b2%e9%96%8b%e5%95%9f%e7%9a%84%e6%96%87%e4%bb%b6-officetab/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-08-22 15:56:00","2018-12-11 01:59:49",Publish
96,"俗稱的上帝模式&#8230;&#8230;啟動你的Windows 7無敵控制台",https://blog-legacy.yuaner.tw/old/%e4%bf%97%e7%a8%b1%e7%9a%84%e4%b8%8a%e5%b8%9d%e6%a8%a1%e5%bc%8f-%e5%95%9f%e5%8b%95%e4%bd%a0%e7%9a%84windows-7%e7%84%a1%e6%95%b5%e6%8e%a7%e5%88%b6%e5%8f%b0/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"作業系統, 軟體相關","https://blog-legacy.yuaner.tw/tag/os/, https://blog-legacy.yuaner.tw/tag/software/",元兒～,"2010-08-20 22:18:00","2018-12-11 01:59:48",Publish
97,"Wot 自動偵測網站安不安全",https://blog-legacy.yuaner.tw/old/wot-%e8%87%aa%e5%8b%95%e5%81%b5%e6%b8%ac%e7%b6%b2%e7%ab%99%e5%ae%89%e4%b8%8d%e5%ae%89%e5%85%a8/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"Firefox, 軟體相關","https://blog-legacy.yuaner.tw/tag/firefox/, https://blog-legacy.yuaner.tw/tag/software/",元兒～,"2010-08-20 17:47:00","2018-12-11 01:59:50",Publish
98,"作業系統太新 老舊軟體不能用？",https://blog-legacy.yuaner.tw/old/%e4%bd%9c%e6%a5%ad%e7%b3%bb%e7%b5%b1%e5%a4%aa%e6%96%b0-%e8%80%81%e8%88%8a%e8%bb%9f%e9%ab%94%e4%b8%8d%e8%83%bd%e7%94%a8%ef%bc%9f/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-08-19 09:41:00","2018-12-11 01:59:50",Publish
99,Netvibes-訂製你個人的「公開」首頁,https://blog-legacy.yuaner.tw/old/netvibes-%e8%a8%82%e8%a3%bd%e4%bd%a0%e5%80%8b%e4%ba%ba%e7%9a%84%e3%80%8c%e5%85%ac%e9%96%8b%e3%80%8d%e9%a6%96%e9%a0%81/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,,,元兒～,"2010-08-18 11:11:00","2018-12-11 01:59:51",Publish
104,Kylo-針對影音網站設計的瀏覽器,https://blog-legacy.yuaner.tw/old/kylo-%e9%87%9d%e5%b0%8d%e5%bd%b1%e9%9f%b3%e7%b6%b2%e7%ab%99%e8%a8%ad%e8%a8%88%e7%9a%84%e7%80%8f%e8%a6%bd%e5%99%a8/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-08-10 18:52:00","2018-12-11 01:59:51",Publish
105,取消Opera網頁頁籤點兩下關閉分頁,https://blog-legacy.yuaner.tw/old/%e5%8f%96%e6%b6%88opera%e7%b6%b2%e9%a0%81%e9%a0%81%e7%b1%a4%e9%bb%9e%e5%85%a9%e4%b8%8b%e9%97%9c%e9%96%89%e5%88%86%e9%a0%81/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-08-04 11:23:00","2018-12-11 01:59:51",Publish
106,WordPress只能支援PHP主機-噗浪討論,https://blog-legacy.yuaner.tw/old/wordpress%e5%8f%aa%e8%83%bd%e6%94%af%e6%8f%b4php%e4%b8%bb%e6%a9%9f-%e5%99%97%e6%b5%aa%e8%a8%8e%e8%ab%96/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-08-03 15:34:00","2018-12-11 01:59:51",Publish
109,讓Firefox也支援Win7工具列網頁分頁縮圖,https://blog-legacy.yuaner.tw/old/%e8%ae%93firefox%e4%b9%9f%e6%94%af%e6%8f%b4win7%e5%b7%a5%e5%85%b7%e5%88%97%e7%b6%b2%e9%a0%81%e5%88%86%e9%a0%81%e7%b8%ae%e5%9c%96/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"Firefox, 軟體相關","https://blog-legacy.yuaner.tw/tag/firefox/, https://blog-legacy.yuaner.tw/tag/software/",元兒～,"2010-07-24 17:38:00","2018-12-11 01:59:52",Publish
111,"Comic Shelf 看線上漫畫，還能下載喔",https://blog-legacy.yuaner.tw/old/comic-shelf-%e7%9c%8b%e7%b7%9a%e4%b8%8a%e6%bc%ab%e7%95%ab%ef%bc%8c%e9%82%84%e8%83%bd%e4%b8%8b%e8%bc%89%e5%96%94/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-07-23 10:30:00","2018-12-11 01:59:54",Publish
112,控制Facebook轉貼連結摘文內容,https://blog-legacy.yuaner.tw/old/%e6%8e%a7%e5%88%b6facebook%e8%bd%89%e8%b2%bc%e9%80%a3%e7%b5%90%e6%91%98%e6%96%87%e5%85%a7%e5%ae%b9/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,,,元兒～,"2010-07-22 18:27:00","2018-12-11 01:59:54",Publish
113,察看你的系統64位元還是32位元,https://blog-legacy.yuaner.tw/old/%e5%af%9f%e7%9c%8b%e4%bd%a0%e7%9a%84%e7%b3%bb%e7%b5%b164%e4%bd%8d%e5%85%83%e9%82%84%e6%98%af32%e4%bd%8d%e5%85%83/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"作業系統, 軟體相關","https://blog-legacy.yuaner.tw/tag/os/, https://blog-legacy.yuaner.tw/tag/software/",元兒～,"2010-07-21 11:15:00","2018-12-11 01:59:53",Publish
121,"Microsoft Office 2007圖片設定介面怎麼和別人不同",https://blog-legacy.yuaner.tw/old/microsoft-office-2007%e5%9c%96%e7%89%87%e8%a8%ad%e5%ae%9a%e4%bb%8b%e9%9d%a2%e6%80%8e%e9%ba%bc%e5%92%8c%e5%88%a5%e4%ba%ba%e4%b8%8d%e5%90%8c/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-07-13 11:01:00","2018-12-11 01:59:53",Publish
123,Opera瀏覽器也不錯&#8230;&#8230;,https://blog-legacy.yuaner.tw/old/opera%e7%80%8f%e8%a6%bd%e5%99%a8%e4%b9%9f%e4%b8%8d%e9%8c%af/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-07-11 16:59:00","2018-12-11 01:59:52",Publish
130,"MSN Spaces、WordPress.com、Blogger的比較",https://blog-legacy.yuaner.tw/old/msn-spaces%e3%80%81wordpress-com%e3%80%81blogger%e7%9a%84%e6%af%94%e8%bc%83/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,,,元兒～,"2010-07-02 16:22:00","2018-12-11 01:59:53",Publish
133,陣列&#8230;&#8230;把我搞的一團亂&#8230;&#8230;,https://blog-legacy.yuaner.tw/old/%e9%99%a3%e5%88%97-%e6%8a%8a%e6%88%91%e6%90%9e%e7%9a%84%e4%b8%80%e5%9c%98%e4%ba%82/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,VB.net程式語言,https://blog-legacy.yuaner.tw/tag/vb-net/,元兒～,"2010-06-30 11:25:00","2018-12-11 01:59:56",Publish
143,小白(這台筆電)使用還原片重灌,https://blog-legacy.yuaner.tw/old/%e5%b0%8f%e7%99%bd%e9%80%99%e5%8f%b0%e7%ad%86%e9%9b%bb%e4%bd%bf%e7%94%a8%e9%82%84%e5%8e%9f%e7%89%87%e9%87%8d%e7%81%8c/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,作業系統,https://blog-legacy.yuaner.tw/tag/os/,元兒～,"2010-06-22 11:53:00","2018-12-11 01:59:56",Publish
145,透過MSN玩噗浪發噗,https://blog-legacy.yuaner.tw/old/%e9%80%8f%e9%81%8emsn%e7%8e%a9%e5%99%97%e6%b5%aa%e7%99%bc%e5%99%97/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,,,元兒～,"2010-06-20 14:26:00","2018-12-11 01:59:55",Publish
146,"ODF Plugin for MS Office要用的趕快下載",https://blog-legacy.yuaner.tw/old/odf-plugin-for-ms-office%e8%a6%81%e7%94%a8%e7%9a%84%e8%b6%95%e5%bf%ab%e4%b8%8b%e8%bc%89/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"玩Linux的日記, 軟體相關","https://blog-legacy.yuaner.tw/tag/linux/, https://blog-legacy.yuaner.tw/tag/software/",元兒～,"2010-06-19 13:46:00","2018-12-11 01:59:55",Publish
147,"Firefox-Grab and Drag用滑鼠拖移捲動網頁",https://blog-legacy.yuaner.tw/old/firefox-grab-and-drag%e7%94%a8%e6%bb%91%e9%bc%a0%e6%8b%96%e7%a7%bb%e6%8d%b2%e5%8b%95%e7%b6%b2%e9%a0%81/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"Firefox, 軟體相關","https://blog-legacy.yuaner.tw/tag/firefox/, https://blog-legacy.yuaner.tw/tag/software/",元兒～,"2010-06-18 22:16:00","2018-12-11 01:59:55",Publish
149,"VB.net 2005 第一天上課筆記",https://blog-legacy.yuaner.tw/old/vb-net-2005-%e7%ac%ac%e4%b8%80%e5%a4%a9%e4%b8%8a%e8%aa%b2%e7%ad%86%e8%a8%98/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,VB.net程式語言,https://blog-legacy.yuaner.tw/tag/vb-net/,元兒～,"2010-06-15 23:46:00","2018-12-11 01:59:58",Publish
154,不准讓別人改我的IE首頁設定,https://blog-legacy.yuaner.tw/old/%e4%b8%8d%e5%87%86%e8%ae%93%e5%88%a5%e4%ba%ba%e6%94%b9%e6%88%91%e7%9a%84ie%e9%a6%96%e9%a0%81%e8%a8%ad%e5%ae%9a/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-06-06 20:11:00","2018-12-11 01:59:58",Publish
155,"親手測試！IE很讓人傻眼 CSS3對不同瀏覽器的支援度～",https://blog-legacy.yuaner.tw/old/%e8%a6%aa%e6%89%8b%e6%b8%ac%e8%a9%a6%ef%bc%81ie%e5%be%88%e8%ae%93%e4%ba%ba%e5%82%bb%e7%9c%bc-css3%e5%b0%8d%e4%b8%8d%e5%90%8c%e7%80%8f%e8%a6%bd%e5%99%a8%e7%9a%84%e6%94%af%e6%8f%b4%e5%ba%a6%ef%bd%9e/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-06-05 22:23:00","2018-12-11 01:59:58",Publish
156,IE9工程版測試,https://blog-legacy.yuaner.tw/old/ie9%e5%b7%a5%e7%a8%8b%e7%89%88%e6%b8%ac%e8%a9%a6/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-06-05 07:46:00","2018-12-11 01:59:57",Publish
157,狗兒來測試這台電腦的Flash校能夠不夠力,https://blog-legacy.yuaner.tw/old/%e7%8b%97%e5%85%92%e4%be%86%e6%b8%ac%e8%a9%a6%e9%80%99%e5%8f%b0%e9%9b%bb%e8%85%a6%e7%9a%84flash%e6%a0%a1%e8%83%bd%e5%a4%a0%e4%b8%8d%e5%a4%a0%e5%8a%9b/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-06-02 22:14:00","2018-12-11 01:59:56",Publish
158,"測試Firefox Developer Preview對上Youtube HTML5",https://blog-legacy.yuaner.tw/old/%e6%b8%ac%e8%a9%a6firefox-developer-preview%e5%b0%8d%e4%b8%8ayoutube-html5/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-06-01 06:41:00","2018-12-11 01:59:58",Publish
159,"續！Windows 關機小技巧",https://blog-legacy.yuaner.tw/old/%e7%ba%8c%ef%bc%81windows-%e9%97%9c%e6%a9%9f%e5%b0%8f%e6%8a%80%e5%b7%a7/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-05-29 20:52:00","2018-12-11 01:59:59",Publish
160,Windows關機小技巧,https://blog-legacy.yuaner.tw/old/windows%e9%97%9c%e6%a9%9f%e5%b0%8f%e6%8a%80%e5%b7%a7/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-05-23 22:24:00","2018-12-11 01:59:59",Publish
162,"升級前Linux Ubuntu 9.04最後的畫面",https://blog-legacy.yuaner.tw/old/%e5%8d%87%e7%b4%9a%e5%89%8dlinux-ubuntu-9-04%e6%9c%80%e5%be%8c%e7%9a%84%e7%95%ab%e9%9d%a2/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,玩Linux的日記,https://blog-legacy.yuaner.tw/tag/linux/,元兒～,"2010-05-08 22:09:00","2018-12-11 01:59:59",Publish
